Order Type,State,PinCode,Address,Franchise Id,Franchise Code,Active,Franchise Name,Order Id,Invoice Id,Order Amount,Received At,Invoiced At,Invoiced_Month,Status,Company,Brand,Brand Category,Product,Product Variant,Product MRP,Product SKU,HSN Code,Product Unit Type,Product Unit Quantity,Product Case Size,Order Case,Order Quantity,Rlp Value,Order Value,Order GST,Applied Gst Rate,XPand margin (%),XPand margin(value),Finalize margin (%),Landing Purchase Price,Scheme Type (Company Discount),Company Discount  (in %),Applied Without Gst Company Discount,Applied Gst Company Discount,Free Variant From Company,Free Quantity From Company,Scheme Type (Xpand Discount),Xpand Discount (in %),Applied Without Gst Xpand Discount,Applied Gst Xpand Discount,Free Variant From Xpand,Free Quantity From Xpand,Warehouse Consumption,Company Consumption,sale
Normal,Bihar,800002,"Phulwari Sharif , Aims Road, Naya Tola, Patna",302,FEBR1053,inactive,Khushi Enterprises,0ED4F5ACB7-A,LMC21-22/BR00525,19669.03072,2022-01-21 07:50:53,2022-01-28 14:15:37,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,10,160,130,16668.67008,3000.36064,18,,,,20800,,,,,,,,,,,,,,,19669
Normal,Bihar,800002,"Phulwari Sharif , Aims Road, Naya Tola, Patna",302,FEBR1053,inactive,Khushi Enterprises,0ED4F5ACB7-C,LMC21-22/BR00524,15413.71162,2022-01-21 07:50:53,2022-01-28 14:15:43,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 12 JARX 240 X3.5G (CAPPUCINO),240,310240,,,240,12,2,24,200,4052.684904,486.3222,12,,,,4800,,,,,,,,,,,,,,,4539
Normal,Bihar,800002,"Phulwari Sharif , Aims Road, Naya Tola, Patna",302,FEBR1053,inactive,Khushi Enterprises,0ED4F5ACB7-C,LMC21-22/BR00524,15413.71162,2022-01-21 07:50:53,2022-01-28 14:15:43,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 4X650X3.5G (CAPPUCINO (310251)),650,310251,,,650,4,5,20,575.000001,9709.5576,1165.14692,12,,,,11500.00002,,,,,,,,,,,,,,,10875
Normal,Bihar,800002,"Phulwari Sharif , Aims Road, Naya Tola, Patna",302,FEBR1053,inactive,Khushi Enterprises,0ED4F5ACB7-D,LMC21-22/BR00605,4250.425686,2022-01-21 07:50:53,2022-01-28 14:46:40,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry Base (6),Paree Dry Base (6),20,8.908E+12,,,6,140,1,140,17.54386,2274.2041,0,,,,,2077.030577,percentage_discount,16.67,379.1098235,,,,,,,,,,,,1895
Normal,Bihar,800002,"Phulwari Sharif , Aims Road, Naya Tola, Patna",302,FEBR1053,inactive,Khushi Enterprises,0ED4F5ACB7-D,LMC21-22/BR00605,4250.425686,2022-01-21 07:50:53,2022-01-28 14:46:40,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry XL Base (6),Paree Dry XL Base (6),30,8.908E+12,,,6,116,1,116,26.315789,2826.510752,0,,,,,2581.452182,percentage_discount,16.67,471.1793424,,,,,,,,,,,,2355
Normal,Bihar,800002,"Phulwari Sharif , Aims Road, Naya Tola, Patna",302,FEBR1053,inactive,Khushi Enterprises,0ED4F5ACB7-E,LMC21-22/BR00604,6705.652992,2022-01-21 07:50:53,2022-01-28 14:46:44,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (S 2),Super Cutes Base (S 1),10,8.908E+12,,,1,240,2,480,8.77193,3480.92448,417.71088,12,,,,3430.799328,percentage_discount,20,696.184896,83.542176,,,,,,,,,,,3119
Normal,Bihar,800002,"Phulwari Sharif , Aims Road, Naya Tola, Patna",302,FEBR1053,inactive,Khushi Enterprises,0ED4F5ACB7-E,LMC21-22/BR00604,6705.652992,2022-01-21 07:50:53,2022-01-28 14:46:44,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (M 2),Super Cutes Base (M 1),11,8.908E+12,,,1,240,1,240,9.649123,1914.50856,229.74096,12,,,,1886.939616,percentage_discount,20,382.901712,45.948192,,,,,,,,,,,1715
Normal,Bihar,800002,"Phulwari Sharif , Aims Road, Naya Tola, Patna",302,FEBR1053,inactive,Khushi Enterprises,0ED4F5ACB7-E,LMC21-22/BR00604,6705.652992,2022-01-21 07:50:53,2022-01-28 14:46:44,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (L 2),Super Cutes Base (L 1),12,8.908E+12,,,1,240,1,240,10.526316,2088.55488,250.62648,12,,,,2058.479568,percentage_discount,20,417.710976,50.125296,,,,,,,,,,,1871
Normal,Bihar,800002,"Phulwari Sharif , Aims Road, Naya Tola, Patna",302,FEBR1053,inactive,Khushi Enterprises,0ED4F5ACB7-F,LMC21-22/BR00735,6970.415112,2022-01-21 07:50:53,2022-02-03 01:01:15,2,Delivered,United Biscuits Private Limited,MCVITIE'S,MARIE,"Marie (96x83.3g) (68g+15.3g Extra,Rs.10)","Marie (96x83.3g) (68g+15.3g Extra,Rs.10)",10,1000635,,,83,96,3,288,8.93,2056.156128,370.108224,18,,,,2571.84,,,,,,,,,,,,,,,2426
Normal,Bihar,800002,"Phulwari Sharif , Aims Road, Naya Tola, Patna",302,FEBR1053,inactive,Khushi Enterprises,0ED4F5ACB7-F,LMC21-22/BR00735,6970.415112,2022-01-21 07:50:53,2022-02-03 01:01:15,2,Delivered,United Biscuits Private Limited,MCVITIE'S,DIGESTIVE,"Digs Mini (216x29.25g) (CDU, Rs.5)","Digs Mini (216x32.5g) (CDU, Rs.5)",5,1000606,,,33,216,5,1080,4.46,3850.97544,693.17532,18,,,,4816.8,,,,,,,,,,,,,,,4544
Normal,Bihar,804451,Karu Chak Patna Road Masaurhi,199,FEBR1030,inactive,Deepa Trading,279604E700-A,LMC21-22/BR00507,23602.83686,2022-01-21 07:53:08,2022-01-28 13:32:00,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,12,192,130,20002.4041,3600.432768,18,,,,24960,,,,,,,,,,,,,,,23603
Normal,Bihar,868967,"VILL-BHATKHAR, TOLA-BHARATKHAND, PANCH-SAURH SOUTH, BLOCK-PARBATTA, KHAGARIA, Khagaria, Bihar",203,FEBR1031,inactive,HARSH SHOP BHARATKHAND,05BBD98041-A,LMC21-22/BR00515,3933.806144,2022-01-21 07:52:33,2022-01-28 14:14:18,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,2,32,130,3333.734016,600.072128,18,,,,4160,,,,,,,,,,,,,,,3934
Normal,Bihar,811106,"VILL - CHANDANPURA ,PO - ALINAGAR , P.S - SURAJGARHA",96,FNBR062,active,Jai Mata Di Traders,4FBD53F1CF-A,LMC21-22/BR00514,9834.51536,2022-01-21 07:54:38,2022-01-28 14:14:57,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,5,80,130,8334.33504,1500.18032,18,,,,10400,,,,,,,,,,,,,,,9835
Normal,Bihar,811311,"EAST KARYANAND NAGAR , WARD NUM 5 ,NEAR LAKHISARAI BLOCK,PO - LAKHISARAI",95,FNBR061,active,Maa Chandika Enterprises,9AC6C9C4A4-A,LMC21-22/BR00581,3933.806144,2022-01-21 07:57:19,2022-01-28 14:18:28,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,2,32,130,3333.734016,600.072128,18,,,,4160,,,,,,,,,,,,,,,3934
Normal,Bihar,803117,"SHARLICHAK MORH, SILAO, SILAO, Nalanda, Bihar",163,FEBR1011,inactive,BALAJI TRADERS,3A7503E591-A,LMC21-22/BR00491,37371.15837,2022-01-21 08:04:15,2022-01-28 13:29:10,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,18,288,130,30003.60614,5400.649152,18,,,,37440,,,,,,,,,,,,,,,35404
Normal,Bihar,803117,"SHARLICHAK MORH, SILAO, SILAO, Nalanda, Bihar",163,FEBR1011,inactive,BALAJI TRADERS,3A7503E591-A,LMC21-22/BR00491,37371.15837,2022-01-21 08:04:15,2022-01-28 13:29:10,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHOCOLATE GB 16X30X23GR (CHOCOLATE),150,320698,,,30,16,1,16,130,1666.867008,300.036064,18,,,,2080,,,,,,,,,,,,,,,1967
Normal,Bihar,553563,"Patalpuri mandir,Gondapur, Nawada Bihar",47,FNBR041,inactive,Sri Sai Enterprises,AB448F4375-A,LMC21-22/BR00540,11801.41843,2022-01-21 08:07:07,2022-01-28 14:29:55,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,6,96,130,10001.20205,1800.216384,18,,,,12480,,,,,,,,,,,,,,,11801
Normal,East Uttar Pradesh,209801,"NEAR BUS STOP BIGHAPUR,UNNAO RAEBARELI ROAD,UNNAO",36,FNUP032,inactive,Kalika Enterprises_Achalganj (Ct),B70DA4FE94-B,LMC21-22/UP00692,3449.645376,2022-01-21 08:07:24,2022-01-29 19:06:56,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,GO CHOCO,GO CHOCO,GO CHOCO JAR,GO CHOCO ROLLZ JAR 12 X 35 PCS X 12GR,175,322947,,,35,12,2,24,152,2923.428288,526.217088,18,,,,3648,,,,,,,,,,,,,,,3450
Normal,East Uttar Pradesh,209801,"NEAR BUS STOP BIGHAPUR,UNNAO RAEBARELI ROAD,UNNAO",36,FNUP032,inactive,Kalika Enterprises_Achalganj (Ct),B70DA4FE94-C,LMC21-22/UP00694,5900.709216,2022-01-21 08:07:24,2022-01-29 19:08:33,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,1,16,130,1666.867008,300.036064,18,,,,2080,,,,,,,,,,,,,,,1967
Normal,East Uttar Pradesh,209801,"NEAR BUS STOP BIGHAPUR,UNNAO RAEBARELI ROAD,UNNAO",36,FNUP032,inactive,Kalika Enterprises_Achalganj (Ct),B70DA4FE94-C,LMC21-22/UP00694,5900.709216,2022-01-21 08:07:24,2022-01-29 19:08:33,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHOCOLATE GB 16X30X23GR (CHOCOLATE),150,320698,,,30,16,2,32,130,3333.734016,600.072128,18,,,,4160,,,,,,,,,,,,,,,3934
Normal,East Uttar Pradesh,209801,"NEAR BUS STOP BIGHAPUR,UNNAO RAEBARELI ROAD,UNNAO",36,FNUP032,inactive,Kalika Enterprises_Achalganj (Ct),B70DA4FE94-D,LMC21-22/UP00693,5295.508232,2022-01-21 08:07:24,2022-01-29 19:09:20,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO Pouch,KOPIKO CAPPUCINO 28 X115 X3.5G PCH (CAPPUCINO),115,310203,,,115,28,2,56,100,4728.13236,567.375872,12,,,,5600,,,,,,,,,,,,,,,5296
Normal,East Uttar Pradesh,209801,"NEAR BUS STOP BIGHAPUR,UNNAO RAEBARELI ROAD,UNNAO",36,FNUP032,inactive,Kalika Enterprises_Achalganj (Ct),B70DA4FE94-E,LMC21-22/UP00702,7278.793056,2022-01-21 08:07:24,2022-01-29 19:09:59,1,Delivered,United Biscuits Private Limited,MCVITIE'S,COOKIES,Cashew (144x60g),Cashew (144x60g),10,1000028,,,60,144,3,432,8.93,3084.234192,555.162336,18,,,,3857.76,,,,,,,,,,,,,,,3639
Normal,East Uttar Pradesh,209801,"NEAR BUS STOP BIGHAPUR,UNNAO RAEBARELI ROAD,UNNAO",36,FNUP032,inactive,Kalika Enterprises_Achalganj (Ct),B70DA4FE94-E,LMC21-22/UP00702,7278.793056,2022-01-21 08:07:24,2022-01-29 19:09:59,1,Delivered,United Biscuits Private Limited,MCVITIE'S,CREAM,Dark Creams Vanilla (Rs.10),"Dark Cookie Cream (144x50g) (VN, Rs.10)",10,1000609,,,50,144,3,432,8.93,3084.234192,555.162336,18,,,,3857.76,,,,,,,,,,,,,,,3639
Normal,East Uttar Pradesh,209801,"NEAR BUS STOP BIGHAPUR,UNNAO RAEBARELI ROAD,UNNAO",36,FNUP032,inactive,Kalika Enterprises_Achalganj (Ct),B70DA4FE94-F,LMC21-22/UP00689,4528.302048,2022-01-21 08:07:24,2022-01-29 19:10:54,1,Delivered,N Ranga Rao and Sons Pvt Ltd,THREE IN ONE,Puja Products,AGARBATHI_TINB,AGARBATHI (DF00000014),20,DF00000014,,,36,288,1,288,16.666667,4312.668672,215.633376,5,,,,4800.000096,,,,,,,,,,,,,,,4528
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-A,LMC21-22/BR00580,29503.54608,2022-01-21 08:07:34,2022-01-28 14:17:19,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,10,160,130,16668.67008,3000.36064,18,,,,20800,,,,,,,,,,,,,,,19669
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-A,LMC21-22/BR00580,29503.54608,2022-01-21 08:07:34,2022-01-28 14:17:19,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHOCOLATE GB 16X30X23GR (CHOCOLATE),150,320698,,,30,16,5,80,130,8334.33504,1500.18032,18,,,,10400,,,,,,,,,,,,,,,9835
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-C,LMC21-22/BR00579,10874.70452,2022-01-21 08:07:34,2022-01-28 14:17:22,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 4X650X3.5G (CAPPUCINO (310251)),650,310251,,,650,4,5,20,575.000001,9709.5576,1165.14692,12,,,,11500.00002,,,,,,,,,,,,,,,10875
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-E,LMC21-22/BR00736,9196.528728,2022-01-21 08:07:34,2022-02-03 01:02:35,2,Delivered,United Biscuits Private Limited,MCVITIE'S,DIGESTIVE,"Digs Mini (216x29.25g) (CDU, Rs.5)","Digs Mini (216x32.5g) (CDU, Rs.5)",5,1000606,,,33,216,3,648,4.46,2310.585264,415.905192,18,,,,2890.08,,,,,,,,,,,,,,,2726
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-E,LMC21-22/BR00736,9196.528728,2022-01-21 08:07:34,2022-02-03 01:02:35,2,Delivered,United Biscuits Private Limited,MCVITIE'S,MARIE,"Marie (96x83.3g) (68g+15.3g Extra,Rs.10)","Marie (96x83.3g) (68g+15.3g Extra,Rs.10)",10,1000635,,,83,96,2,192,8.93,1370.770752,246.738816,18,,,,1714.56,,,,,,,,,,,,,,,1618
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-E,LMC21-22/BR00736,9196.528728,2022-01-21 08:07:34,2022-02-03 01:02:35,2,Delivered,United Biscuits Private Limited,MCVITIE'S,COOKIES,"Butter (144x60g, New)(Rs. 10)","Butter (144x60g, New)(Rs. 10)",10,1000612,,,60,144,3,432,8.93,3084.234192,555.162336,18,,,,3857.76,,,,,,,,,,,,,,,3639
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-E,LMC21-22/BR00736,9196.528728,2022-01-21 08:07:34,2022-02-03 01:02:35,2,Delivered,United Biscuits Private Limited,MCVITIE'S,CREAM,Dark Creams Vanilla (Rs.10),"Dark Cookie Cream (144x50g) (VN, Rs.10)",10,1000609,,,50,144,1,144,8.93,1028.078064,185.054112,18,,,,1285.92,,,,,,,,,,,,,,,1213
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-F,LMC21-22/BR00611,2030.458112,2022-01-21 08:07:34,2022-01-28 14:48:02,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry Base (20),Paree Dry Base (20),75,8.908E+12,,,20,40,1,40,65.789474,2436.6472,0,,,,,2225.389872,percentage_discount,16.67,406.1890882,,,,,,,,,,,,2030
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-G,LMC21-22/BR00610,19181.28614,2022-01-21 08:07:34,2022-01-28 14:48:05,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (S 2),Super Cutes Base (S 1),10,8.908E+12,,,1,240,10,2400,8.77193,17404.6224,2088.5544,12,,,,17153.99664,percentage_discount,20,3480.92448,417.71088,,,,,,,,,,,15595
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-G,LMC21-22/BR00610,19181.28614,2022-01-21 08:07:34,2022-01-28 14:48:05,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (M 2),Super Cutes Base (M 1),11,8.908E+12,,,1,240,1,240,9.649123,1914.50856,229.74096,12,,,,1886.939616,percentage_discount,20,382.901712,45.948192,,,,,,,,,,,1715
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-G,LMC21-22/BR00610,19181.28614,2022-01-21 08:07:34,2022-01-28 14:48:05,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (L 2),Super Cutes Base (L 1),12,8.908E+12,,,1,240,1,240,10.526316,2088.55488,250.62648,12,,,,2058.479568,percentage_discount,20,417.710976,50.125296,,,,,,,,,,,1871
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-I,LMC21-22/BR00448,8359.941888,2022-01-21 08:07:34,2022-01-28 13:14:40,1,Delivered,N Ranga Rao and Sons Pvt Ltd,Goodluck,Puja Products,AGARBATHI_GRTP,AGARBATHI (GRTP),10,GRTP,,,12,576,1,576,7.692307,3980.924928,199.046016,5,,,,4430.768832,,,,,,,,,,,,,,,4180
Normal,Bihar,804452,ADARSH NAGAR MASAURHI,7,FNBR0003,active,Laxmi Store,C1C68A2FE1-I,LMC21-22/BR00448,8359.941888,2022-01-21 08:07:34,2022-01-28 13:14:40,1,Delivered,N Ranga Rao and Sons Pvt Ltd,Goodluck,Puja Products,AGARBATHI_GMTP,AGARBATHI (GMTP),10,GMTP,,,12,576,1,576,7.692307,3980.924928,199.046016,5,,,,4430.768832,,,,,,,,,,,,,,,4180
Normal,East Uttar Pradesh,221401,"Katra bazar,West station road,Sant Ravidas nagar(Bhadohi)",39,FNUP035,inactive,M/S I B TRADERS,98E6517D1B-A,LMC21-22/UP00758,3933.806144,2022-01-21 08:07:46,2022-01-28 17:16:29,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHOCOLATE GB 16X30X23GR (CHOCOLATE),150,320698,,,30,16,2,32,130,3333.734016,600.072128,18,,,,4160,,,,,,,,,,,,,,,3934
Normal,East Uttar Pradesh,221401,"Katra bazar,West station road,Sant Ravidas nagar(Bhadohi)",39,FNUP035,inactive,M/S I B TRADERS,98E6517D1B-B,LMC21-22/UP00757,1817.660304,2022-01-21 08:07:46,2022-01-28 17:19:15,1,Delivered,United Biscuits Private Limited,MCVITIE'S,DIGESTIVE,"Digs Mini (216x29.25g) (CDU, Rs.5)","Digs Mini (216x32.5g) (CDU, Rs.5)",5,1000606,,,33,216,2,432,4.46,1540.390176,277.270128,18,,,,1926.72,,,,,,,,,,,,,,,1818
Normal,East Uttar Pradesh,221401,"Katra bazar,West station road,Sant Ravidas nagar(Bhadohi)",39,FNUP035,inactive,M/S I B TRADERS,98E6517D1B-C,LMC21-22/UP00756,3430.799232,2022-01-21 08:07:46,2022-01-28 17:18:35,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (M 2),Super Cutes Base (M 1),11,8.908E+12,,,1,240,2,480,9.649123,3829.01712,459.48192,12,,,,3773.879232,percentage_discount,20,765.803424,91.896384,,,,,,,,,,,3431
Normal,East Uttar Pradesh,221401,"Katra bazar,West station road,Sant Ravidas nagar(Bhadohi)",39,FNUP035,inactive,M/S I B TRADERS,98E6517D1B-D,LMC21-22/UP00755,4528.302048,2022-01-21 08:07:46,2022-01-28 17:17:57,1,Delivered,N Ranga Rao and Sons Pvt Ltd,SANDALUM,Puja Products,AGARBATHI_SPBT,AGARBATHI (DF00002025),20,DF00002025,,,34,288,1,288,16.666667,4312.668672,215.633376,5,,,,4800.000096,,,,,,,,,,,,,,,4528
Normal,East Uttar Pradesh,221401,"Katra bazar,West station road,Sant Ravidas nagar(Bhadohi)",39,FNUP035,inactive,M/S I B TRADERS,98E6517D1B-E,LMC21-22/UP00754,4444.444456,2022-01-21 08:07:46,2022-01-28 17:16:30,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 4X650X3.5G (CAPPUCINO (310251)),650,310251,,,650,4,1,4,575.000001,1941.91152,233.029384,12,,,,2300.000004,,,,,,,,,,,,,,,2175
Normal,East Uttar Pradesh,221401,"Katra bazar,West station road,Sant Ravidas nagar(Bhadohi)",39,FNUP035,inactive,M/S I B TRADERS,98E6517D1B-E,LMC21-22/UP00754,4444.444456,2022-01-21 08:07:46,2022-01-28 17:16:30,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 12 JARX 240 X3.5G (CAPPUCINO),240,310240,,,240,12,1,12,200,2026.342452,243.1611,12,,,,2400,,,,,,,,,,,,,,,2270
Normal,Bihar,803101,"GROUND FLOOR, RAHUI ROAD, AMBER, Nalanda, Bihar",43,FNBR038,inactive,BHARAT TRADERS,7D52F35951-A,LMC21-22/BR00495,11801.41843,2022-01-21 08:07:51,2022-01-28 13:30:13,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,6,96,130,10001.20205,1800.216384,18,,,,12480,,,,,,,,,,,,,,,11801
Normal,Bihar,852214,"AT JADIA, WARD NO 02 JADIA, SUPAUL, Supaul, Bihar",80,FNBR048,active,S.K.Enterprises,BFF1F7B33B-A,LMC21-22/BR00556,15735.22458,2022-01-21 08:09:00,2022-01-28 14:27:17,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,8,128,130,13334.93606,2400.288512,18,,,,16640,,,,,,,,,,,,,,,15735
Normal,Bihar,854115,"AJAY KUMAR SINGH, KABAR, KABAR, Katihar, Bihar",5,FNBR0001,inactive,BABA SHREE ENTERPRISES,42DAA3AD37-A,LMC21-22/BR00490,11801.41843,2022-01-21 08:14:43,2022-01-28 13:28:14,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,6,96,130,10001.20205,1800.216384,18,,,,12480,,,,,,,,,,,,,,,11801
Normal,Bihar,811315,"Gokhula , Sikandra , Jamui",266,FEBR1043,active,Mahadev Enterprises,B67FFEFF09-A,LMC21-22/BR00578,21635.93379,2022-01-21 08:18:40,2022-01-28 14:19:58,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,11,176,130,18335.53709,3300.396704,18,,,,22880,,,,,,,,,,,,,,,21636
Normal,Bihar,811315,"Gokhula , Sikandra , Jamui",266,FEBR1043,active,Mahadev Enterprises,B67FFEFF09-B,LMC21-22/BR00614,1559.454144,2022-01-21 08:18:40,2022-01-28 14:48:51,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (S 2),Super Cutes Base (S 1),10,8.908E+12,,,1,240,1,240,8.77193,1740.46224,208.85544,12,,,,1715.399664,percentage_discount,20,348.092448,41.771088,,,,,,,,,,,1559
Normal,East Uttar Pradesh,273162,"Ranipur chauhara, Purenderpur, Maharajganj",109,FNUP073,active,Krishna Hardware And Ply Center,1E96EB420D-A,LMC21-22/UP00753,9475.471383,2022-01-21 08:22:38,2022-01-28 17:06:26,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry Base (6),Paree Dry Base (6),20,8.908E+12,,,6,140,5,700,17.54386,11371.0205,0,,,,,10385.15288,percentage_discount,16.67,1895.549117,,,,,,,,,,,,9475
Normal,East Uttar Pradesh,273162,"Ranipur chauhara, Purenderpur, Maharajganj",109,FNUP073,active,Krishna Hardware And Ply Center,1E96EB420D-B,LMC21-22/UP00752,3118.908288,2022-01-21 08:22:38,2022-01-28 17:06:28,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (S 2),Super Cutes Base (S 1),10,8.908E+12,,,1,240,2,480,8.77193,3480.92448,417.71088,12,,,,3430.799328,percentage_discount,20,696.184896,83.542176,,,,,,,,,,,3119
Normal,East Uttar Pradesh,273162,"Ranipur chauhara, Purenderpur, Maharajganj",109,FNUP073,active,Krishna Hardware And Ply Center,1E96EB420D-D,LMC21-22/UP00750,1794.39264,2022-01-21 08:22:38,2022-01-28 17:06:01,1,Delivered,Desai Brothers Ltd,Pitaara,FMCG,Manchahi Moong Daal,Manchahi Moong Daal (Treat)-22/10.56,5,369,,,22,480,1,480,4,1602.13632,192.25632,12,,,,1920,,,,,,,,,,,,,,,1794
